locus,concept,concept_type,ambiguity_level,query_condition,query_count,catholic_score,secular_score,catholic_alignment_score,top_catholic_rate,mean_nearest_catholic_rank,mean_nearest_secular_rank
Human Dignity and Theological Anthropology,body,anthropological,high,bare,1,0.3877819836139679,0.46549485325813295,-0.07771286964416507,0.0,2.0,1.0
Human Dignity and Theological Anthropology,body,anthropological,high,catholic,3,0.3851596216360728,0.2989328642686208,0.08622675736745199,1.0,1.0,2.0
Human Dignity and Theological Anthropology,body,anthropological,high,ordinary,3,0.2857506344715754,0.31248424251874285,-0.026733608047167456,0.3333333333333333,2.0,1.3333333333333333
Human Dignity and Theological Anthropology,common good,social_doctrine,medium,academic,3,0.40079570412635807,0.3150433997313182,0.08575230439503988,1.0,1.0,3.6666666666666665
Human Dignity and Theological Anthropology,common good,social_doctrine,medium,bare,1,0.49427695870399474,0.47351370453834535,0.020763254165649392,1.0,1.0,3.0
Human Dignity and Theological Anthropology,common good,social_doctrine,medium,catholic,3,0.3626589715480804,0.2830874760945638,0.07957149545351665,1.0,1.0,3.0
Human Dignity and Theological Anthropology,common good,social_doctrine,medium,ordinary,3,0.36873929401238764,0.29898090958595275,0.06975838442643484,1.0,1.0,3.3333333333333335
Human Dignity and Theological Anthropology,community,social_anthropological,high,academic,3,0.33784290353457136,0.28417741556962334,0.05366548796494802,1.0,1.0,3.6666666666666665
Human Dignity and Theological Anthropology,community,social_anthropological,high,bare,1,0.34278284907341006,0.41689141392707824,-0.07410856485366818,0.0,4.0,1.0
Human Dignity and Theological Anthropology,community,social_anthropological,high,catholic,3,0.4046935160954794,0.23270377914110818,0.17198973695437114,1.0,1.0,6.0
Human Dignity and Theological Anthropology,community,social_anthropological,high,ordinary,3,0.29148591657479606,0.2792663514614105,0.012219565113385511,1.0,1.0,2.3333333333333335
Human Dignity and Theological Anthropology,conscience,moral_anthropological,high,academic,3,0.3108297367890676,0.27328780392805735,0.03754193286101024,1.0,1.0,2.6666666666666665
Human Dignity and Theological Anthropology,conscience,moral_anthropological,high,bare,1,0.36878158450126647,0.38416934609413145,-0.015387761592864979,1.0,1.0,2.0
Human Dignity and Theological Anthropology,conscience,moral_anthropological,high,catholic,3,0.2856442560752233,0.2160750761628151,0.0695691799124082,1.0,1.0,2.6666666666666665
Human Dignity and Theological Anthropology,conscience,moral_anthropological,high,ordinary,3,0.27965240081151327,0.29990338484446205,-0.02025098403294882,1.0,1.0,2.3333333333333335
Human Dignity and Theological Anthropology,creation,doctrinal_cosmological,high,academic,3,0.40011628866195675,0.27597366720438005,0.12414262145757676,1.0,1.0,4.0
Human Dignity and Theological Anthropology,creation,doctrinal_cosmological,high,bare,1,0.4217334747314453,0.37111530303955076,0.05061817169189453,0.0,2.0,1.0
Human Dignity and Theological Anthropology,creation,doctrinal_cosmological,high,catholic,3,0.38673193156719204,0.2139697546760241,0.17276217689116793,1.0,1.0,4.0
Human Dignity and Theological Anthropology,creation,doctrinal_cosmological,high,ordinary,3,0.37456438442071277,0.27666556934515635,0.09789881507555642,1.0,1.0,4.0
Human Dignity and Theological Anthropology,creatureliness,anthropological_doctrinal,low,academic,3,0.3479982008536657,0.3056724886099497,0.04232571224371593,0.0,2.0,1.0
Human Dignity and Theological Anthropology,creatureliness,anthropological_doctrinal,low,bare,1,0.32661272287368776,0.3636887431144714,-0.03707602024078366,0.0,2.0,1.0
